443	3
441	4
137	22
646	2
525	3
285	6
654	2
1057	1
293	6
59	100
280	4
397	4
197	14
85	45
637	2
1501	1
230	6
418	2
9280	1
362	4
50	122
9646	1
2248	1
203	6
518	1
253	6
1563	1
150	18
77	38
541	5
130	19
902	1
370	5
508	1
228	8
1461	1
323	3
353	6
626	1
499	2
58	79
729	2
599	1
774	1
516	3
732	1
379	2
568	1
312	7
184	7
27	404
945	1
231	6
7	4977
364	3
12694	1
256	5
92	42
3862	1
998	1
180	17
239	7
96	27
152	8
277	5
168	11
115	19
142	15
12638	1
123	21
400	1
536	2
988	1
706	3
2091	1
14	1442
156	11
233	7
73	65
262	8
1233	42
40	208
4901	1
617	2
97	34
769	2
4066	1
346	2
258	2
171	10
542	2
4507	1
540	1
1156	1
1887	1
127	25
533	3
94	36
295	4
204	13
798	2
1403	1
723	2
456	2
78	38
632	3
598	1
23	561
1850	1
417	3
344	3
125	16
515	1
522	2
607	2
434	2
255	4
686	1
291	5
914	1
2302	1
666	2
303	5
896	1
104	25
836	1
898	1
128	24
326	10
1125	1
674	1
2198	1
217	11
331	5
292	7
513	3
406	4
69	57
65	68
51	127
109	26
1089	1
80	40
313	6
48	136
220	8
467	2
266	9
132	12
282	4
294	6
310	3
507	1
102	26
105	24
361	4
528	2
627	1
375	5
639	1
374	3
264	9
435	1
473	2
84	57
195	14
544	1
301	4
35	237
1254	1
276	8
629	1
570	2
68	61
72	51
165	11
390	2
565	4
475	5
735	2
481	4
332	4
486	3
460	3
219	9
136	18
206	9
578	3
512	4
107	42
126	22
579	2
232	7
83	57
146	15
582	1
212	7
395	7
140	14
972	1
199	10
341	1
252	6
333	4
559	2
669	1
738	1
378	3
433	5
684	2
194	12
328	7
193	13
209	5
122	14
671	2
309	6
634	2
928	1
554	2
521	1
311	10
469	2
519	2
1274	1
583	2
677	3
771	3
243	6
119	24
720	1
849	1
1123	1
273	5
681	1
647	2
250	7
416	3
465	3
367	2
577	2
257	11
826	1
502	1
1014	1
221	3
157	9
153	7
580	2
363	2
1179	1
1134	1
348	6
56	92
561	1
612	2
245	6
198	13
683	1
567	2
188	13
440	3
151	9
744	1
366	2
324	5
487	1
693	1
409	4
766	1
117	24
170	9
485	1
338	3
622	1
106	22
839	1
776	1
497	5
1304	1
272	5
113	20
144	14
448	2
628	2
342	4
454	1
1543	1
446	2
545	1
968	1
281	8
428	3
909	1
1001	2
804	1
591	4
3539	1
404	3
742	1
737	1
319	6
2732	1
745	1
511	3
495	1
178	16
368	3
173	16
1302	1
419	5
773	1
824	2
702	1
660	2
307	3
267	2
696	1
547	1
158	9
246	6
388	2
1025	1
523	4
89	30
717	2
210	5
164	9
205	10
564	2
192	12
234	7
287	3
1500	1
320	4
3245	1
190	10
271	6
327	4
624	2
897	1
965	1
411	4
265	11
339	3
161	11
114	16
422	6
593	1
350	3
770	2
656	1
1513	1
489	3
450	5
377	6
360	3
183	12
642	1
131	22
436	2
503	2
715	1
376	4
452	1
801	1
439	2
573	1
842	1
457	2
799	1
762	1
237	7
837	2
539	2
337	6
504	2
751	2
218	9
110	27
414	1
139	16
187	3
806	1
412	3
394	3
574	3
155	17
490	2
636	1
444	2
1152	1
392	3
537	2
643	1
747	2
290	4
334	2
423	2
135	15
494	1
413	3
305	2
118	21
973	1
703	1
758	1
382	3
283	4
325	2
698	1
185	8
496	4
944	1
590	2
1478	1
620	2
359	5
274	3
186	8
608	1
788	1
471	3
453	1
345	4
207	8
322	8
330	2
352	3
753	1
645	1
850	2
888	1
524	2
429	5
147	12
755	2
558	2
530	1
227	10
733	1
621	1
398	2
562	1
484	1
420	2
300	6
581	1
229	5
340	6
172	8
299	3
445	4
676	1
238	4
527	1
449	3
442	3
226	4
408	1
278	5
792	1
1000	1
791	2
595	1
594	2
856	1
354	1
746	1
483	1
736	1
694	1
619	1
260	4
638	1
315	3
787	1
2662	1
606	1
391	1
794	1
189	15
665	1
318	3
869	1
402	3
506	1
501	1
881	1
387	2
176	10
492	1
680	1
154	18
1141	2
191	8
236	3
373	2
576	1
812	1
247	3
314	2
298	3
159	7
381	1
498	1
474	1
259	3
458	3
1045	1
663	1
566	1
592	1
644	1
476	3
520	1
784	1
222	6
858	1
571	1
911	1
424	1
1286	1
385	3
534	1
464	1
384	3
767	1
734	1
336	2
505	1
609	1
532	2
167	8
510	1
602	2
431	1
365	3
517	1
380	1
427	1
223	4
662	1
268	3
463	1
415	2
657	1
764	1
585	1
235	3
372	2
1111	1
835	1
546	1
405	2
509	1
659	1
401	1
356	1
438	1
208	1
349	1
